,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SalePrice,SalePrice_norm
1750,60,RL,85.0,11069,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,608.0,608.0,GasA,Ex,Y,SBrkr,608,788,0,1396,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2007.0,Fin,2.0,440.0,TA,TA,Y,100,36,0,0,0,0,0,7,2009,WD ,170000.0,12.043553716032399
1751,60,RL,80.0,8800,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,1964,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,TA,Gd,CBlock,TA,TA,No,ALQ,414.0,Unf,0.0,431.0,845.0,GasA,Ex,Y,SBrkr,845,1309,0,2154,0.0,0.0,2,1,5,1,TA,8,Typ,1,Gd,Attchd,1964.0,RFn,2.0,539.0,TA,TA,Y,0,0,0,0,161,0,0,7,2007,WD ,224500.0,12.321630986164447
1752,60,RL,96.0,13262,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1082.0,1082.0,GasA,Ex,Y,SBrkr,1105,1295,0,2400,0.0,0.0,3,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,2003.0,Fin,3.0,730.0,TA,TA,Y,114,40,0,0,0,0,0,6,2009,WD ,290000.0,12.577636201962656
1753,50,RM,60.0,7758,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224.0,Unf,0.0,816.0,1040.0,GasA,Ex,Y,FuseF,1226,592,0,1818,0.0,0.0,1,1,4,1,TA,7,Typ,2,TA,Detchd,1951.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,184,0,0,6,2007,WD ,169500.0,12.040608205802641
1754,20,RL,43.0,12118,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,1710.0,1710.0,GasA,Ex,Y,SBrkr,1710,0,0,1710,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,2.0,550.0,TA,TA,Y,100,48,0,0,180,0,0,4,2009,WD ,240000.0,12.388394202324129
1755,20,RL,80.0,9600,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,Gd,CBlock,TA,TA,No,BLQ,368.0,Unf,0.0,710.0,1078.0,GasA,Ex,Y,SBrkr,1150,0,0,1150,1.0,0.0,1,0,2,1,TA,6,Typ,0,None,Attchd,1955.0,Fin,1.0,288.0,TA,TA,Y,0,0,0,0,175,0,0,10,2007,WD ,144000.0,11.877568578558138
1756,60,RL,100.0,9500,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,TA,TA,CBlock,TA,TA,No,Rec,442.0,Unf,0.0,374.0,816.0,GasA,TA,Y,SBrkr,1127,850,0,1977,0.0,1.0,1,1,4,1,TA,9,Typ,1,TA,Attchd,1964.0,RFn,2.0,540.0,TA,TA,Y,0,52,0,0,0,0,0,6,2007,WD ,165000.0,12.013700752882718
1757,120,RL,50.0,7175,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1332.0,1332.0,GasA,Gd,Y,SBrkr,1332,0,0,1332,0.0,0.0,2,0,2,1,Gd,5,Typ,0,None,Attchd,1990.0,RFn,2.0,542.0,TA,TA,Y,0,60,0,0,0,0,0,2,2009,WD ,145000.0,11.884489021402711
1758,20,RL,75.0,11200,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1250.0,1250.0,GasA,Ex,Y,SBrkr,1298,0,0,1298,0.0,0.0,2,0,3,1,TA,5,Typ,0,None,Detchd,1964.0,Unf,2.0,504.0,TA,Fa,N,0,144,0,0,0,0,0,6,2010,COD,114000.0,11.643953727376633
1759,20,RL,110.0,14226,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1935.0,1935.0,GasA,Gd,Y,SBrkr,1973,0,0,1973,0.0,0.0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3.0,895.0,TA,TA,Y,315,45,0,0,0,0,0,7,2007,New,395000.0,12.886641043883259
1760,160,RM,24.0,2760,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,514.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,525.0,525.0,GasA,TA,Y,SBrkr,525,567,0,1092,0.0,0.0,1,1,3,1,TA,6,Typ,0,None,Detchd,1973.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,0,12,2006,WD ,105500.0,11.566466231898259
1761,60,RL,85.0,11050,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,615.0,Unf,0.0,434.0,1049.0,GasA,Ex,Y,SBrkr,1036,880,0,1916,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998.0,Unf,3.0,741.0,TA,TA,Y,0,70,0,0,0,0,0,5,2010,WD ,254900.0,12.448626590364206
1762,20,RL,60.0,7200,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1950,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,432.0,Unf,0.0,432.0,864.0,GasA,Fa,Y,FuseA,1238,0,0,1238,0.0,0.0,1,1,3,1,TA,6,Min2,1,TA,Attchd,1950.0,Unf,1.0,357.0,TA,TA,Y,0,171,0,0,0,0,0,11,2007,WD ,102000.0,11.532728092266408
1763,60,RL,79.0,12420,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,666.0,Unf,0.0,278.0,944.0,GasA,Ex,Y,SBrkr,944,896,0,1840,1.0,0.0,2,1,3,1,Gd,6,Typ,0,None,Attchd,2001.0,RFn,2.0,622.0,TA,TA,Y,0,45,0,0,0,0,0,6,2009,WD ,230000.0,12.345834587905333
1764,70,RM,51.0,6120,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,8,1920,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,939.0,939.0,GasA,Ex,Y,SBrkr,939,574,0,1513,0.0,0.0,1,1,4,1,TA,8,Typ,0,None,Detchd,1933.0,Unf,1.0,180.0,Fa,Fa,N,24,0,150,0,0,0,0,5,2007,WD ,137500.0,11.831379196088763
1765,30,RL,55.0,7111,IR1,Bnk,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1928,1983,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,LwQ,406.0,BLQ,273.0,329.0,1008.0,GasA,TA,Y,SBrkr,1143,0,0,1143,0.0,0.0,1,0,2,1,TA,5,Typ,1,Po,Detchd,1992.0,Unf,1.0,288.0,TA,TA,Y,265,0,0,0,0,0,0,7,2008,WD ,138000.0,11.835008964139341
1766,80,RL,66.0,19255,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,100.0,Gd,TA,CBlock,Gd,TA,Av,Rec,70.0,GLQ,450.0,0.0,520.0,GasA,Gd,Y,SBrkr,1338,0,0,1338,0.0,0.0,1,1,2,1,Gd,5,Min2,1,Po,Attchd,1983.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,600,9,2009,WD ,156500.0,11.960811288962345
1767,20,RL,70.0,8120,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,191.0,Unf,0.0,673.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1994.0,Unf,2.0,463.0,TA,TA,Y,0,0,0,0,0,0,0,7,2009,WD ,124500.0,11.732060994886899
1768,60,RL,92.0,11952,Reg,Lvl,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,808.0,808.0,GasA,TA,Y,SBrkr,1161,808,0,1969,0.0,0.0,2,1,3,1,TA,8,Typ,1,Gd,Attchd,1977.0,RFn,2.0,534.0,TA,TA,Y,0,0,0,0,276,0,0,11,2007,WD ,190000.0,12.154779351142624
1769,20,RL,43.0,3182,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1266.0,1266.0,GasA,Ex,Y,SBrkr,1266,0,0,1266,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,2.0,388.0,TA,TA,Y,100,16,0,0,0,0,0,3,2008,WD ,159895.0,11.982272628789678
1770,70,RL,51.0,9842,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,5,6,1921,1998,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,612.0,612.0,GasA,Ex,Y,SBrkr,990,1611,0,2601,0.0,0.0,3,1,4,1,TA,8,Typ,0,None,BuiltIn,1998.0,RFn,2.0,621.0,TA,TA,Y,183,0,301,0,0,0,0,5,2008,WD ,189000.0,12.14950229404178
1771,20,RL,75.0,8020,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,644.0,Unf,0.0,268.0,912.0,GasA,TA,N,SBrkr,912,0,0,912,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,0,0,0,0,0,0,0,4,2006,WD ,124000.0,11.728036844587175
1772,20,RL,75.0,11341,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,Gd,TA,No,ALQ,1302.0,Unf,0.0,90.0,1392.0,GasA,TA,Y,SBrkr,1392,0,0,1392,1.0,0.0,1,1,3,1,TA,5,Mod,1,Gd,Detchd,1957.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,95,0,0,5,2010,WD ,121500.0,11.70766954176274
1773,90,RL,76.0,12436,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1824.0,1824.0,GasA,Fa,Y,FuseA,1824,0,0,1824,0.0,0.0,2,0,5,2,TA,9,Typ,0,None,Detchd,1958.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,0,1,2008,WD ,146000.0,11.891361900690473
1774,60,RL,75.0,12192,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,663.0,Unf,0.0,265.0,928.0,GasA,Ex,Y,SBrkr,928,895,0,1823,1.0,0.0,2,1,3,1,Gd,6,Typ,0,None,Attchd,2000.0,RFn,2.0,626.0,TA,TA,Y,192,36,0,0,0,0,4500,5,2008,WD ,235000.0,12.367340793126296
1775,120,RM,44.0,3842,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1564.0,Unf,0.0,30.0,1594.0,GasA,Ex,Y,SBrkr,1646,0,0,1646,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2004.0,Fin,2.0,525.0,TA,TA,Y,128,53,0,0,155,0,0,12,2006,WD ,300000.0,12.611537753638338
1776,160,RM,21.0,1936,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,546.0,546.0,GasA,Gd,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,TA,5,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,0,0,0,0,0,0,0,6,2006,WD ,90500.0,11.413105129688017
1777,90,RL,74.0,13101,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,TA,TA,No,LwQ,231.0,Unf,0.0,1497.0,1728.0,GasA,TA,Y,SBrkr,1728,0,0,1728,0.0,0.0,2,0,6,2,TA,10,Typ,0,None,Detchd,1987.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,0,11,2008,WD ,142600.0,11.867798786962332
1778,20,RL,67.0,9808,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788.0,Unf,0.0,785.0,1573.0,GasA,Ex,Y,SBrkr,1573,0,0,1573,1.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2002.0,RFn,2.0,544.0,TA,TA,Y,0,72,0,0,0,0,0,3,2009,WD ,227000.0,12.332705296463539
1779,90,RL,70.0,8145,IR1,HLS,Corner,Gtl,Crawfor,Norm,Norm,Duplex,2.5Unf,7,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,246.0,Unf,0.0,674.0,920.0,GasA,Ex,Y,SBrkr,1240,1240,0,2480,0.0,0.0,2,1,5,2,TA,13,Typ,2,Gd,Detchd,1940.0,Unf,2.0,400.0,TA,TA,Y,0,0,57,0,0,0,0,7,2009,WD ,205000.0,12.230765258120545
1780,20,RL,73.0,17227,IR2,Lvl,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,915.0,Unf,0.0,426.0,1341.0,GasA,Ex,Y,SBrkr,1341,0,0,1341,1.0,0.0,1,1,1,1,Gd,5,Typ,1,TA,Attchd,1999.0,RFn,2.0,482.0,TA,TA,Y,240,84,0,0,0,0,0,1,2007,WD ,246900.0,12.41673867533327
1781,70,C (all),60.0,5280,Reg,Lvl,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,7,1895,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,Po,Fa,No,Unf,0.0,Unf,0.0,173.0,173.0,GasA,Ex,N,SBrkr,825,536,0,1361,0.0,0.0,1,0,2,1,TA,6,Typ,0,None,Detchd,1895.0,Unf,1.0,185.0,Fa,TA,Y,0,123,0,0,0,0,0,7,2008,WD ,89000.0,11.396391648714276
1782,50,RL,89.0,11792,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,744.0,744.0,GasA,Ex,N,FuseF,792,328,0,1120,0.0,0.0,1,0,2,1,Fa,5,Typ,0,None,Detchd,1956.0,Unf,2.0,480.0,TA,Fa,P,0,0,0,0,160,0,0,6,2010,WD ,64000.0,11.06663836234181
1783,120,RL,40.0,3876,IR1,Lvl,Inside,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,5,1978,1978,Gable,CompShg,Wd Sdng,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,652.0,Rec,526.0,48.0,1226.0,GasA,TA,Y,SBrkr,1226,0,0,1226,1.0,0.0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2.0,484.0,TA,TA,Y,133,60,0,0,0,0,0,7,2006,WD ,170000.0,12.043553716032399
1784,60,RL,107.0,13891,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1734.0,1734.0,GasA,Ex,Y,SBrkr,1734,1088,0,2822,0.0,0.0,3,1,4,1,Ex,12,Typ,1,Gd,BuiltIn,2009.0,RFn,3.0,1020.0,TA,TA,Y,52,170,0,0,192,0,0,1,2009,New,582933.0,13.275827535915461
1785,30,RM,50.0,6000,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,397.0,Unf,0.0,706.0,1103.0,GasA,Gd,Y,SBrkr,1103,0,0,1103,0.0,0.0,1,0,2,1,Gd,5,Typ,1,Gd,Detchd,1976.0,Unf,2.0,440.0,TA,TA,Y,166,120,0,0,0,0,0,7,2006,WD ,110500.0,11.612770799939945
1786,20,RL,80.0,8240,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,1960,1960,Hip,CompShg,HdBoard,HdBoard,Stone,198.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1179.0,1179.0,GasA,Gd,Y,SBrkr,1179,0,0,1179,0.0,0.0,1,0,2,1,TA,5,Min2,0,None,Attchd,1960.0,Fin,2.0,622.0,TA,TA,P,0,0,0,0,0,0,0,6,2007,WD ,110000.0,11.608235644774552
1787,20,RL,50.0,9405,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Ex,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,Ex,Y,SBrkr,698,0,0,698,0.0,1.0,1,0,2,1,TA,4,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,0,200,0,0,0,0,0,6,2009,WD ,118000.0,11.678439903447801
1788,60,RL,85.0,10625,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Gd,TA,No,GLQ,866.0,Unf,0.0,132.0,998.0,GasA,Ex,Y,SBrkr,1006,1040,0,2046,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,RFn,3.0,871.0,TA,TA,Y,320,62,0,0,0,0,0,8,2008,WD ,284000.0,12.556729517143344
1789,60,RL,70.0,9247,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,318.0,TA,TA,CBlock,TA,TA,No,Rec,319.0,Unf,0.0,539.0,858.0,GasA,Ex,Y,SBrkr,858,858,0,1716,0.0,0.0,1,1,4,1,TA,8,Typ,1,Gd,Attchd,1962.0,Fin,2.0,490.0,TA,TA,Y,0,84,0,0,120,0,0,3,2008,WD ,171000.0,12.049418835484797
1790,60,RL,96.0,10628,IR1,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,835.0,835.0,GasA,Ex,Y,SBrkr,871,941,0,1812,0.0,0.0,2,1,3,1,Gd,8,Typ,0,None,BuiltIn,2004.0,RFn,2.0,478.0,TA,TA,Y,146,91,0,0,0,0,0,1,2009,WD ,193000.0,12.170445467887022
1791,20,RL,75.0,11000,IR2,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1976,2003,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,LwQ,1090.0,Unf,0.0,0.0,1090.0,GasA,TA,Y,SBrkr,1178,0,0,1178,1.0,0.0,1,1,3,1,TA,6,Typ,0,None,Attchd,1976.0,Unf,2.0,502.0,TA,TA,Y,0,44,0,0,88,0,0,6,2007,WD ,135000.0,11.813030057420567
1792,70,RL,54.0,9399,Reg,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,8,1919,1950,Gable,CompShg,MetalSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,818.0,818.0,GasA,TA,Y,SBrkr,818,818,0,1636,0.0,0.0,1,1,4,1,Gd,7,Typ,1,Gd,Detchd,1919.0,Unf,1.0,288.0,Fa,TA,N,0,0,212,0,0,0,0,9,2006,WD ,167000.0,12.025749091398891
1793,20,RM,60.0,7200,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,576.0,576.0,GasA,Ex,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1952.0,RFn,1.0,528.0,TA,TA,Y,0,0,0,0,115,0,0,8,2006,COD,105000.0,11.56171562913966
1794,20,RL,78.0,10264,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162.0,Unf,0.0,426.0,1588.0,GasA,Ex,Y,SBrkr,1588,0,0,1588,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1999.0,RFn,2.0,472.0,TA,TA,Y,158,29,0,0,0,0,0,8,2006,WD ,214000.0,12.273731294003989
1795,60,RL,75.0,13215,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,112.0,Gd,TA,PConc,Gd,TA,No,GLQ,994.0,Unf,0.0,426.0,1420.0,GasA,Ex,Y,SBrkr,1426,488,0,1914,1.0,0.0,2,1,3,1,Gd,9,Typ,1,TA,BuiltIn,2004.0,RFn,3.0,746.0,TA,TA,Y,168,127,0,0,0,0,0,2,2006,WD ,279000.0,12.538967060803502
1796,80,RL,81.0,10530,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1975,2000,Gable,CompShg,Plywood,Plywood,BrkFace,248.0,TA,TA,CBlock,TA,Fa,No,ALQ,548.0,Unf,0.0,127.0,675.0,GasA,TA,Y,SBrkr,1109,766,0,1875,0.0,0.0,3,0,3,1,Gd,8,Typ,1,TA,Attchd,1975.0,RFn,2.0,485.0,TA,TA,Y,48,28,0,0,0,0,0,6,2006,WD ,184500.0,12.125404742462718
1797,50,RM,50.0,6000,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,331.0,Unf,0.0,318.0,649.0,GasA,Ex,Y,SBrkr,679,504,0,1183,0.0,0.0,1,1,2,1,TA,6,Typ,0,None,Detchd,1981.0,Unf,1.0,308.0,TA,TA,Y,0,176,0,0,0,0,0,6,2007,WD ,120000.0,11.695247021764184
1798,60,RL,70.0,7703,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,52.0,Rec,364.0,400.0,816.0,GasA,Ex,Y,SBrkr,833,897,0,1730,0.0,0.0,2,1,3,1,Gd,6,Typ,0,None,Attchd,1992.0,RFn,2.0,528.0,TA,TA,Y,0,91,0,0,168,0,0,11,2009,WD ,171500.0,12.052338545588132
1799,160,FV,35.0,4251,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,625.0,625.0,GasA,Ex,Y,SBrkr,625,625,0,1250,0.0,0.0,2,1,2,1,Gd,5,Typ,0,None,Detchd,2006.0,RFn,2.0,528.0,TA,TA,Y,0,54,0,0,0,0,0,6,2007,New,164700.0,12.011880916165731
