,Unnamed: 0,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SalePrice,SalePrice_norm,YesPool,Yes2F,YesGarage,YesBsmt,YesFireplace,TotalLvgSF,TotalQuality,TotalSF,TotalBath,TotalPorchSF,TotalLvgSF_Qual,TotalCondQual
1740,1740,5.944695580333677,RM,23.289846131925756,17.73770570767902,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,5.336695698030829,6.536187749193772e+51,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,86.70756332003266,884.0,GasA,Ex,Y,SBrkr,7.736812491846065,0.0,0.0,8.365224037206858,0.0,0.0,1,0.0,2,0.7509514583083404,TA,1.8970859567358926,Typ,0.0,None,Detchd,7.581276808301736e+123,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,12.136304285206453,0.0,0.0,0.0,0.0,7,2007,WD ,113000.0,11.635143097694476,0,0,1,1,0,45.21092914045238,55.278932360191156,11.667001083043631,1.0,34.02151675099662,117.86977535752524,35
1741,1741,4.300278327162467,RL,29.605515274360933,21.611315275620857,IR2,Low,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,3.9844166875627045,1.0426654888055092e+52,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,133.55300422122718,Unf,0.0,65.30424602836614,1097.0,GasA,Ex,Y,SBrkr,8.016776298160835,0.0,0.0,8.690623931569057,0.9953655835411324,0.0,1,1.0684050848584057,3,0.7509514583083404,TA,2.0705512392897854,Typ,0.0,None,Attchd,2.289026550114759e+124,Unf,1.0,242.0,TA,TA,Y,68.43787717681639,0.0,0.0,0.0,0.0,0.0,0.0,7,2007,WD ,147900.0,11.90429164869889,0,0,1,1,0,49.42285436651818,40.801625121993396,13.437106749110898,2.5,57.76118312638107,119.43680543029092,25
1742,1742,5.082395977894405,RL,25.004380754583607,16.29913967416082,Reg,Lvl,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,5.986440105030452,5.6712573001918385e+51,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,85.54218324057972,864.0,GasA,Ex,Y,SBrkr,7.707272165334926,0.0,0.0,8.330978885625344,0.0,0.0,1,0.0,2,0.7509514583083404,TA,1.6940883969616136,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,Y,0.0,15.52022980734069,0.0,0.0,0.0,0.0,0.0,7,2009,WD ,99900.0,11.511924964636645,0,0,0,1,0,44.78497796561346,63.230894946193615,11.604902766994549,1.0,27.03015701776871,120.55122327464365,40
1743,1743,9.221581512008164,RL,13.055644165875423,14.45643790440676,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,4.670325952935469,8.792314794757312e+51,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,82.72889584216229,LwQ,9.461290525715556,43.24642686720452,855.0,GasA,Gd,Y,SBrkr,7.693764007177692,722.5911705931242,0.0,9.12386590456845,0.0,0.0,2,1.0684050848584057,4,0.7509514583083404,TA,2.222184992560414,Typ,0.0,None,Attchd,1.5291678008027906e+124,RFn,2.0,460.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2008,WD ,143000.0,11.870599909242046,0,1,1,1,0,50.490841123564586,55.278932360191156,14.08097890076437,2.5,0.0,130.96027275797385,36
1744,1744,6.182484906958001,RM,23.636163159476517,17.807956203239534,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,4.670325952935469,6.269744470710754e+51,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,82.69817337039517,816.0,GasA,TA,Y,SBrkr,7.633603895822585,0.0,4.740567201728417,8.796352978042341,0.0,0.0,1,0.0,3,0.7509514583083404,TA,2.0705512392897854,Typ,0.9003031951550163,Gd,Detchd,1.854012608839612e+124,Unf,2.0,528.0,TA,TA,Y,34.22294984659457,0.0,0.0,0.0,0.0,0.0,6.561181833030629,9,2006,WD ,114500.0,11.648330101976432,0,0,1,1,1,47.49425122689572,55.278932360191156,11.45071782323532,1.0,29.934170385969757,123.53373824887201,36
1745,1745,4.300278327162467,RL,31.188030996955913,19.08076854295554,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4.670325952935469,8.235494206580758e+51,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,152.66906509774384,Unf,0.0,41.12992094652076,912.0,GasA,TA,Y,SBrkr,7.817607180360205,0.0,0.0,8.458973918777943,0.0,0.0,1,0.0,3,0.7509514583083404,TA,2.0705512392897854,Typ,0.9003031951550163,Po,Attchd,1.3098565038996896e+124,Unf,1.0,288.0,TA,TA,Y,23.134374178459424,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,WD ,129200.0,11.769116870330636,0,0,1,1,1,46.09700771864284,47.79991882183636,13.352800111187591,1.0,20.62409430577623,116.02559457535425,30
1746,1746,8.394950966035468,RM,27.66645192195657,17.41072782918487,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,3.9844166875627045,1.148433322872524e+52,2008,Hip,CompShg,CemntBd,CmentBd,Stone,19.077576818845355,Ex,TA,PConc,Ex,TA,Gd,GLQ,275.78622200880335,Unf,0.0,26.142984546561596,1600.0,GasA,Ex,Y,SBrkr,8.554187110826,0.0,0.0,9.319530754455503,0.9953655835411324,0.7085884032361374,2,0.0,2,0.7509514583083404,Gd,1.8970859567358926,Typ,0.9003031951550163,Gd,Attchd,2.876983274345273e+124,Fin,2.0,482.0,TA,TA,Y,44.19733106904788,11.360659257783258,0.0,6.043490781945872,0.0,0.0,0.0,11,2008,New,392500.0,12.8802918162046,0,0,1,1,1,58.08115313824776,63.230894946193615,15.448821787380764,3.5,65.09180765130999,154.5098348587038,40
1747,1747,6.981540182990563,RL,28.317929653198814,19.189138732662396,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6.621763638534638,6.645709440402543e+51,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,Ex,Gd,Stone,TA,Gd,No,GLQ,80.37382207849686,Unf,0.0,86.30094975209184,1152.0,GasA,Ex,Y,SBrkr,8.12071978053456,1415.7699835007963,0.0,9.866703940526266,0.0,0.0,2,0.0,4,0.7509514583083404,Gd,2.4784511538138516,Typ,1.6788875934502334,Gd,Attchd,7.885307404558132e+123,RFn,1.0,252.0,TA,TA,Y,0.0,12.136975405978168,0.0,0.0,0.0,0.0,8.809323408614105,5,2010,WD ,266500.0,12.493129522588037,0,1,1,1,1,59.79541673159878,89.85650640286306,14.865232303451961,2.0,19.748840757592102,172.32257899545957,63
1748,1748,7.315959199956679,RL,25.342364706303183,19.138492623070096,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,3.9844166875627045,1.0596341448813692e+52,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,60.94657517922286,Unf,0.0,35.14454008366682,384.0,GasA,Gd,Y,SBrkr,7.526910973212664,759.9042440639042,0.0,9.04348717750131,0.0,0.0,2,1.0684050848584057,3,0.7509514583083404,TA,2.222184992560414,Typ,0.9003031951550163,TA,BuiltIn,2.3781538321315366e+124,Fin,2.0,396.0,TA,TA,Y,60.56023630120454,0.0,0.0,0.0,0.0,0.0,0.0,2,2009,WD ,177500.0,12.08672588789761,0,1,1,1,1,45.189771560331174,55.278932360191156,13.298582841462366,2.5,51.4435726189362,117.8172706538482,35
1749,1749,4.300278327162467,RL,31.188030996955913,20.464211384352275,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5.336695698030829,8.303241536825998e+51,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,18.88338073430012,TA,TA,CBlock,TA,TA,No,ALQ,130.50922948299237,Unf,0.0,60.05270794269972,1008.0,GasA,Gd,Y,SBrkr,7.906767545802074,0.0,0.0,8.562578984632605,0.0,0.0,1,0.0,3,0.7509514583083404,Gd,2.0705512392897854,Typ,0.0,None,Attchd,1.3354959634026646e+124,Unf,1.0,384.0,TA,TA,Y,40.74079632104884,0.0,0.0,0.0,0.0,0.0,0.0,4,2009,WD ,139500.0,11.845819880243553,0,0,1,1,0,47.729439146133316,55.278932360191156,13.239675301021489,1.0,35.32416732271171,124.11688292328738,35
1750,1750,6.607841250151849,RL,34.27225550793562,19.97479394642707,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,3.9844166875627045,1.1392489551493666e+52,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,69.46289176906569,608.0,GasA,Ex,Y,SBrkr,7.256971785622397,956.1012601956048,0.0,9.05899930121535,0.0,0.0,2,1.0684050848584057,3,0.7509514583083404,Gd,2.0705512392897854,Typ,0.9003031951550163,Gd,BuiltIn,2.8228392203700986e+124,Fin,2.0,440.0,TA,TA,Y,31.626651808351458,9.210374012650696,0.0,0.0,0.0,0.0,0.0,7,2009,WD ,170000.0,12.0435537160324,0,1,1,1,1,47.612059263071224,47.79991882183636,12.952031221740867,2.5,34.02151675099662,119.65927878865855,30
1751,1751,6.607841250151849,RL,32.74289477233138,19.085535252616793,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5.336695698030829,8.035349880737368e+51,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,24.05051987839018,TA,Gd,CBlock,TA,TA,No,ALQ,108.57951948019105,Unf,0.0,56.600273687354985,845.0,GasA,Ex,Y,SBrkr,7.678593733984723,1615.6744120430176,0.0,9.735497175916903,0.0,0.0,2,1.0684050848584057,5,0.7509514583083404,TA,2.35700115516981,Typ,0.9003031951550163,Gd,Attchd,1.2357808278777248e+124,RFn,2.0,539.0,TA,TA,Y,0.0,0.0,0.0,0.0,22.170249177600315,0.0,0.0,7,2007,WD ,224500.0,12.321630986164449,0,1,1,1,1,56.188536167724095,63.230894946193615,14.80741946664463,2.5,38.00789711829754,149.68458670306012,42
1752,1752,6.607841250151849,RL,37.55594088615198,20.696981811934183,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,3.9844166875627045,1.1031959655434291e+52,2004,Gable,CompShg,VinylSd,VinylSd,Stone,19.077576818845355,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,97.70114794696936,1082.0,GasA,Ex,Y,SBrkr,8.026240368490512,1597.8139537065144,0.0,9.90694179344332,0.0,0.0,3,1.0684050848584057,4,0.7509514583083404,Gd,2.5890144923758043,Typ,0.9003031951550163,Gd,BuiltIn,2.6160149597147566e+124,Fin,3.0,730.0,TA,TA,Y,34.64667997709802,9.757977437663815,0.0,0.0,0.0,0.0,0.0,6,2009,WD ,290000.0,12.577636201962655,0,1,1,1,1,59.725445526382444,63.230894946193615,14.593112705185932,3.5,36.91598343351139,158.69989322586312,40
1753,1753,6.182484906958001,RM,26.347109173140986,18.609638211195552,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,3.2749531000002285,6.114804871012366e+51,1950,Gable,CompShg,Stucco,Stucco,BrkFace,32.67685799755833,TA,Fa,PConc,TA,TA,No,LwQ,69.0945340313121,Unf,0.0,82.69817337039517,1040.0,GasA,Ex,Y,FuseF,8.16187530823999,711.4094153293264,0.0,9.468870635014248,0.0,0.0,1,1.0684050848584057,4,0.7509514583083404,TA,2.222184992560414,Typ,1.6788875934502334,TA,Detchd,9.592616131880917e+123,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,23.778484073535438,0.0,0.0,6,2007,WD ,169500.0,12.040608205802641,0,1,1,1,1,55.09134843655383,47.79991882183636,14.090032069887005,1.5,41.47971179474149,137.57087678265447,28
1754,1754,4.300278327162467,RL,20.45093418124369,20.334147426686872,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,3.9844166875627045,1.1121075012003155e+52,2005,Hip,CompShg,VinylSd,VinylSd,Stone,14.720898296257614,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,127.92476383275442,1710.0,GasA,Ex,Y,SBrkr,8.599870952092143,0.0,0.0,9.37325094858253,0.0,0.0,2,0.0,3,0.7509514583083404,Gd,2.222184992560414,Typ,0.9003031951550163,Gd,Attchd,2.6662930628567656e+124,Fin,2.0,550.0,TA,TA,Y,31.626651808351458,10.77207168020771,0.0,0.0,23.506532601472,0.0,0.0,4,2009,WD ,240000.0,12.388394202324125,0,0,1,1,1,59.288871807789654,55.278932360191156,13.551124338288952,2.0,60.41961239404208,152.72453800928682,35
1755,1755,4.300278327162467,RL,32.74289477233138,19.419300827170094,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4.670325952935469,7.461944555907718e+51,1955,Hip,CompShg,HdBoard,HdBoard,BrkFace,18.587417341807335,TA,Gd,CBlock,TA,TA,No,BLQ,99.58150183956127,Unf,0.0,76.15680897488431,1078.0,GasA,Ex,Y,SBrkr,8.078278743821187,0.0,0.0,8.762312710230134,0.9953655835411324,0.0,1,0.0,2,0.7509514583083404,TA,2.0705512392897854,Typ,0.0,None,Attchd,1.0371997574049652e+124,Fin,1.0,288.0,TA,TA,Y,0.0,0.0,0.0,0.0,23.162193824839612,0.0,0.0,10,2007,WD ,144000.0,11.877568578558137,0,0,1,1,0,49.736707256896516,47.79991882183636,13.197254009265649,2.0,40.141164727501646,124.75183234062136,30
1756,1756,6.607841250151849,RL,38.72487506061821,19.378907159361056,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,4.670325952935469,8.035349880737368e+51,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,22.77776170644394,TA,TA,CBlock,TA,TA,No,Rec,113.92248390001018,Unf,0.0,52.00206630808331,816.0,GasA,TA,Y,SBrkr,8.051930883266337,1033.962937014044,0.0,9.600348454020981,0.0,0.7085884032361374,1,1.0684050848584057,4,0.7509514583083404,TA,2.4784511538138516,Typ,0.9003031951550163,TA,Attchd,1.2357808278777248e+124,RFn,2.0,540.0,TA,TA,Y,0.0,11.24538810570991,0.0,0.0,0.0,0.0,0.0,6,2007,WD ,165000.0,12.013700752882716,0,1,1,1,1,54.574456413631474,55.278932360191156,14.617979526892535,2.0,17.93228529573706,141.06928228441194,36
1757,1757,8.394950966035468,RL,22.94174135291934,18.319047609782576,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,3.9844166875627045,9.932760346805507e+51,1991,Gable,CompShg,Plywood,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,110.43799553895074,1332.0,GasA,Gd,Y,SBrkr,8.270507837552,0.0,0.0,8.986854633086127,0.0,0.0,2,0.0,2,0.7509514583083404,Gd,1.8970859567358926,Typ,0.0,None,Attchd,2.0407209416705907e+124,RFn,2.0,542.0,TA,TA,Y,0.0,12.136975405978168,0.0,0.0,0.0,0.0,0.0,2,2009,WD ,145000.0,11.884489021402711,0,0,1,1,0,53.52652623004287,47.79991882183636,12.815997889281014,2.0,19.748840757592102,133.82688035255333,30
1758,1758,4.300278327162467,RL,31.188030996955913,20.02121824128337,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,2.536085408092311,8.035349880737368e+51,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,106.38044212850997,1250.0,GasA,Ex,Y,SBrkr,8.236597555867787,0.0,0.0,8.947191961393887,0.0,0.0,2,0.0,3,0.7509514583083404,TA,1.8970859567358926,Typ,0.0,None,Detchd,1.2357808278777248e+124,Unf,2.0,504.0,TA,Fa,N,0.0,19.09267254736594,0.0,0.0,0.0,0.0,0.0,6,2010,COD,114000.0,11.643953727376633,0,0,1,1,0,52.5575176256383,28.282573428507142,12.741450070765,2.0,35.32416732271171,116.02783599921749,15
1759,1759,4.300278327162467,RL,41.59453992613202,20.982558916098032,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,3.9844166875627045,1.1301335173508958e+52,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,26.402462035231803,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,137.5621298733912,1935.0,GasA,Gd,Y,SBrkr,8.789919366312626,0.0,0.0,9.597164664795173,0.0,0.0,2,0.0,3,0.7509514583083404,Gd,2.4784511538138516,Typ,0.9003031951550163,Gd,Attchd,2.7696879303907923e+124,Fin,3.0,895.0,TA,TA,Y,69.8096106485797,10.40314316108632,0.0,0.0,0.0,0.0,0.0,7,2007,New,395000.0,12.886641043883259,0,0,1,1,1,62.6045757135347,63.230894946193615,13.984522169909825,2.0,64.17284944422188,166.03212548261794,40
1760,1760,9.221581512008164,RM,13.055644165875423,15.023410314815507,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3.9844166875627045,8.649891048831826e+51,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,30.472831760052383,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,63.659924994722516,525.0,GasA,TA,Y,SBrkr,7.070719568294843,680.3794793493894,0.0,8.683693782099555,0.0,0.0,1,1.0684050848584057,3,0.7509514583083404,TA,2.0705512392897854,Typ,0.0,None,Detchd,1.4712038109152283e+124,Unf,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2006,WD ,105500.0,11.56646623189826,0,1,1,1,0,43.57061168204554,47.79991882183636,12.250482263970028,1.5,0.0,109.96191017196439,30
1761,1761,6.607841250151849,RL,34.27225550793562,19.96802180031842,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8,3.9844166875627045,1.0596341448813692e+52,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,145.13592084454586,Unf,0.0,56.83499374549982,1049.0,GasA,Ex,Y,SBrkr,7.942351380851328,1071.7080600570023,0.0,9.551124173441181,0.9953655835411324,0.0,2,1.0684050848584057,3,0.7509514583083404,Gd,2.35700115516981,Typ,0.9003031951550163,TA,Attchd,2.3781538321315366e+124,Unf,3.0,741.0,TA,TA,Y,0.0,13.166315655014047,0.0,0.0,0.0,0.0,0.0,5,2010,WD ,254900.0,12.448626590364206,0,1,1,1,1,55.926886224829715,63.230894946193615,14.761269468287677,3.5,21.900808622971674,149.01730064274764,40
1762,1762,4.300278327162467,RL,26.347109173140986,18.331914679938297,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,2.536085408092311,7.160203734579833e+51,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,112.02518144758447,Unf,0.0,56.67858948578234,864.0,GasA,Fa,Y,FuseA,8.174617258056914,0.0,0.0,8.874755395491364,0.0,0.0,1,1.0684050848584057,3,0.7509514583083404,TA,2.0705512392897854,Min2,0.9003031951550163,TA,Attchd,9.406864060697707e+123,Unf,1.0,357.0,TA,TA,Y,0.0,20.820331669886038,0.0,0.0,0.0,0.0,0.0,11,2007,WD ,102000.0,11.532728092266407,0,0,1,1,1,48.55848939496982,28.282573428507142,13.480298825131575,1.5,39.53822288158114,107.55438892897195,15
1763,1763,6.607841250151849,RL,32.43402660672301,20.432677086272776,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,3.9844166875627045,1.085573469183424e+52,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,153.85467294227072,Unf,0.0,43.52946510144098,944.0,GasA,Ex,Y,SBrkr,7.82172810241043,1091.8567410398196,0.0,9.487692307780648,0.9953655835411324,0.0,2,1.0684050848584057,3,0.7509514583083404,Gd,2.0705512392897854,Typ,0.0,None,Attchd,2.5182133393435704e+124,RFn,2.0,622.0,TA,TA,Y,0.0,10.40314316108632,0.0,0.0,0.0,0.0,0.0,6,2009,WD ,230000.0,12.345834587905333,0,1,1,1,0,54.50231226911006,55.278932360191156,14.729760498977322,3.5,16.25837590263476,140.89079913622064,35
1764,1764,6.981540182990563,RM,23.289846131925756,17.73770570767902,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,5.986440105030452,5.5768784408160325e+51,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,89.8566605146671,939.0,GasA,Ex,Y,SBrkr,7.814852878035025,689.0632733371853,0.0,9.183203171903402,0.0,0.0,1,1.0684050848584057,4,0.7509514583083404,TA,2.35700115516981,Typ,0.0,None,Detchd,6.736087237471537e+123,Unf,1.0,180.0,Fa,Fa,N,11.463887450663453,0.0,12.6246896474327,0.0,0.0,0.0,0.0,5,2007,WD ,137500.0,11.831379196088765,0,1,1,1,0,51.735088263567064,63.230894946193615,13.187539815222921,1.5,39.99090464432255,138.3198335163841,40
1765,1765,5.082395977894405,RL,24.66480549356318,18.285932888476605,IR1,Bnk,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5.336695698030829,5.963462283990906e+51,1983,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,LwQ,107.03505807839726,BLQ,9.272588163622562,48.160461839782464,1008.0,GasA,TA,Y,SBrkr,8.070313857683264,0.0,0.0,8.75302448563,0.0,0.0,1,0.0,2,0.7509514583083404,TA,1.8970859567358926,Typ,0.9003031951550163,Po,Detchd,2.1204239560466754e+124,Unf,1.0,288.0,TA,TA,Y,62.01291428000239,0.0,0.0,0.0,0.0,0.0,0.0,7,2008,WD ,138000.0,11.83500896413934,0,0,1,1,1,49.02165773367144,55.278932360191156,13.742184666675513,1.0,52.61192063770793,127.32008359117992,35
1766,1766,7.315959199956679,RL,28.317929653198814,22.248927404866226,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,6,3.9844166875627045,9.384302295737806e+51,1983,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,14.181504585692457,Gd,TA,CBlock,Gd,TA,Av,Rec,29.101296373346937,GLQ,10.592044087126126,0.0,520.0,GasA,Gd,Y,SBrkr,8.276405488034811,0.0,0.0,8.993755016954648,0.0,0.0,1,1.0684050848584057,2,0.7509514583083404,Gd,1.8970859567358926,Min2,0.9003031951550163,Po,Attchd,1.7840824683896393e+124,Unf,2.0,576.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,7.047660690436838,9,2009,WD ,156500.0,11.960811288962345,0,0,1,1,1,46.148353130284505,47.79991882183636,13.801472074301554,1.5,0.0,116.14877263901137,30
1767,1767,4.300278327162467,RL,29.605515274360933,18.780831563147483,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5.336695698030829,8.440307410156834e+51,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,61.42263974263219,Unf,0.0,73.77835686118343,864.0,GasA,Ex,Y,SBrkr,7.707272165334926,0.0,0.0,8.330978885625344,0.0,0.0,1,0.0,3,0.7509514583083404,TA,1.8970859567358926,Typ,0.0,None,Detchd,2.2031552105655324e+124,Unf,2.0,463.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,WD ,124500.0,11.7320609948869,0,0,1,1,0,44.78497796561346,47.79991882183636,12.15404789666783,1.0,0.0,112.8772520184186,28
1768,1768,6.607841250151849,RL,36.374025775568974,20.279093709727086,Reg,Lvl,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,4.670325952935469,8.936935950866462e+51,1977,Mansard,WdShake,WdShing,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,82.21742626297223,808.0,GasA,TA,Y,SBrkr,8.090701316315151,981.1959897589253,0.0,9.593974803313111,0.0,0.0,2,1.0684050848584057,3,0.7509514583083404,TA,2.35700115516981,Typ,0.9003031951550163,Gd,Attchd,1.5893533825340336e+124,RFn,2.0,534.0,TA,TA,Y,0.0,0.0,0.0,0.0,29.35402187800834,0.0,0.0,11,2007,WD ,190000.0,12.154779351142626,0,1,1,1,1,54.44610204379296,63.230894946193615,13.97830975666374,2.5,54.02039423954064,145.23988833883953,42
1769,1769,4.300278327162467,RL,20.45093418124369,15.485266374086049,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,3.9844166875627045,1.1392489551493666e+52,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.449638497287377,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,107.180725916621,1266.0,GasA,Ex,Y,SBrkr,8.203892672349223,0.0,0.0,8.908960349669634,0.0,0.0,2,0.0,2,0.7509514583083404,Gd,2.0705512392897854,Typ,0.9003031951550163,Gd,Attchd,2.8228392203700986e+124,Fin,2.0,388.0,TA,TA,Y,31.626651808351458,5.800313278492908,0.0,0.0,0.0,0.0,0.0,3,2008,WD ,159895.0,11.982272628789678,0,0,1,1,1,52.42177072150408,55.278932360191156,12.669752117039037,2.0,30.636025654255732,135.74190055261542,35
1770,1770,6.981540182990563,RL,23.289846131925756,19.515588759419657,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,5,4.670325952935469,5.623882168673398e+51,1998,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,69.73387441654748,612.0,GasA,Ex,Y,SBrkr,7.883387009277888,2002.4275459203243,0.0,10.035172300902438,0.0,0.0,3,1.0684050848584057,4,0.7509514583083404,TA,2.35700115516981,Typ,0.0,None,BuiltIn,2.3781538321315366e+124,RFn,2.0,621.0,TA,TA,Y,48.07553151308107,0.0,16.588468780508794,0.0,0.0,0.0,0.0,5,2008,WD ,189000.0,12.14950229404178,0,1,1,1,0,57.79539218908917,47.79991882183636,14.848104681287959,3.5,77.69100139622883,144.03651636848957,30
